"Genome","type","napA","narG","nirK","nirS","all_nor","nosZ","Domain","Phylum","Class","Order","Family","Genus","Species","Identifier","Source","Completeness","Contamination","X","d","LowerCI","UpperCI","dCUB","nCAZy","nHE","nGenes","IoC","IoC2","functional_type"
"Esearch_CP094828_1_Acuticoccus_sp_I52_16_1_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Hyphomicrobiales","Amorphaceae","Acuticoccus","","CP094828.1","I52.16.1|Indian Ocean|seawater|2019-01-03",100,0,488,5.71072111929102,4.74448943298407,6.90811433775986,-0.101392262978865,93,43,4554,3.12729958083641,3.79985289788093,"nitrate1"
"Esearch_CP095732_1_Rhodobacteraceae_bacterium_960558_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Abyssibius","","CP095732.1","",100,0,490,3.82079624603919,3.3046745192937,4.4309783169215,-0.159055257744412,59,46,3123,2.69160140742458,3.17298778579916,"nitrate1"
"Esearch_CP095733_1_Methylophaga_pinxianii_strain_TMB1265_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga","","CP095733.1","TMB1265|Methylophaga sp. TMB1265|Pacific Ocean: Mariana Trench|2020-06",100,0,491,2.53615468001818,2.23433606588499,2.88540624110323,-0.261650648137524,56,50,2872,2.9247285246357,3.42626611001185,"nitrate1"
"Esearch_CP095846_1_Nocardioidaceae_bacterium_SCSIO_66511_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Actinobacteriota","Actinomycetes","Propionibacteriales","Nocardioidaceae","","","CP095846.1","stony coral",100,0,492,5.69120555365558,4.73021521267319,6.88153039081053,-0.085623193735992,91,42,4359,2.97425870135758,3.65494067685559,"nitrate1"
"Esearch_CP096016_1_Alkalimarinus_sp_SCSIO_12582_chromosome.fasta","genome",1,0,0,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alkalimarinus","","CP096016.1","SCSIO 12582|China:sanya|coral|2015-12",100,0,493,1.965833936418,1.72726505886294,2.24275512396007,-0.309695190111413,67,49,4334,3.83667254125666,4.23835360843675,"nitrate3"
"Esearch_CP096184_1_Demequina_sp_TMPB413_chromosome.fasta","genome",0,1,1,0,0,0,"Bacteria","Actinobacteriota","Actinomycetes","Micrococcales","Demequinaceae","Demequina","","CP096184.1","TMPB413|Pacific Ocean: Mariana Trench|2020-08-08",100,0,494,4.15969093510651,3.57272984705467,4.85930609993821,-0.143850466942356,86,39,2806,2.29809737026683,3.38852792438449,"nitrate2"
"Esearch_CP096201_1_Kluyvera_ascorbata_strain_SK_chromosome.fasta","genome",1,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","","CP096201.1","SK|Pacific Ocean|Pacific Ocean|2019-11",100,0,495,0.914990402289953,0.763016417887331,1.10250071468715,-0.476479755564889,128,51,4711,4.40284231585028,5.47836498193912,"nitrate1"
"Esearch_CP096208_1_Pseudomonas_knackmussii_strain_B09-2_chromosome.fasta","genome",1,0,0,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","","CP096208.1","B09-2|China: Qingdao|Indian Ocean waters|2018-04-17",100,0,496,2.09952815835097,1.847843980922,2.3911012257513,-0.294826205451357,84,49,4232,3.66512839478775,4.29486022218282,"nitrate3"
"Esearch_CP096884_1_Seonamhaeicola_sp_ML3_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Seonamhaeicola","","CP096884.1","ML3|culturing pond|China: Xiamen shore|2020-10",100,0,497,2.76762257897154,2.43437918521946,3.15395226627684,-0.238970457114424,156,42,3044,2.40263040962807,4.63110220292431,"nitrate1"
"Esearch_CP098453_1_Pelagerythrobacter_marinus_strain_E6_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Pelagerythrobacter","","CP098453.1","",100,0,499,6.41683984535099,5.25431875434062,7.88226597142794,-0.0573495650183045,58,42,2934,2.2333903565077,2.74016509636991,"nitrate1"
"Esearch_CP098455_1_Spongiibacter_taiwanensis_strain_SPT1_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","Spongiibacter","","CP098455.1","SPT1|type strain of Spongiibacter taiwanensis|China: shallow coastal region of Nanya|shallow coastal region|2016-07-15",100,0,500,1.96667626101328,1.72802769928566,2.24368573903797,-0.288385321842897,50,50,3363,3.32199089468873,3.61386525141632,"nitrate1"
"Esearch_CP098747_1_Sneathiella_sp_PHK-P5_chromosome.fasta","genome",1,1,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Sneathiella","","CP098747.1","PHK-P5|actinostolidae|Sneathiella sp. L17|Pacific Ocean|seawater|21.78 N 136.58 E|2020-08",100,0,501,3.23509850810217,2.82831424952196,3.71003399345321,-0.179618149314365,52,42,3885,3.20719007845428,3.45246371196605,"nitrate1"
"Esearch_CP098772_1_Alteromonas_macleodii_strain_QZ9-9_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","","CP098772.1","QZ9-9|China:Haikou|gracilaria|2021-09-16",100,0,502,1.3343970553876,1.14824095885521,1.55579973903814,-0.452312619119422,123,48,4114,3.99678871856988,5.17099827853538,"nitrate1"
"Esearch_CP098926_1_Halomonas_sp_MS1_chromosome.fasta","genome",1,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","","CP098926.1","MS1|Ulva mutabilis|Portugal: Ria Formosa (Faro)|2012",100,0,503,2.14233462514039,1.88624318328273,2.43888096419751,-0.263883564993607,68,48,4213,3.60894807907844,4.03473061543661,"nitrate1"
"Esearch_CP099965_1_Halomonas_sp_DN3_chromosome.fasta","genome",1,1,0,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","","CP099965.1","DN3|China: Tangshan|mariculture water|2017-10-15",100,0,504,2.52901783462561,2.22811412384223,2.87719879118249,-0.242719138024392,76,47,4144,3.46667236229808,4.00435002224803,"nitrate3"
"Esearch_CP100595_1_Arcobacter_sp_ARW1-2F2_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","","CP100595.1","ARW1-2F2|France: Roscoff|seawater|2013",100,0,505,3.69681073827483,3.20528783471216,4.27625162800772,-0.211078419711198,31,43,2902,2.90652142143789,2.93068394795425,"nitrate1"
"Esearch_CP101291_1_Alteromonas_sp_LMIT006_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","","CP101291.1","LMIT006|diatom|China:Qingdao|seawater|2020-09-21",100,0,506,1.54955604944222,1.34669573278301,1.78804634674658,-0.410674627985828,65,49,2328,3.05618574241717,3.98023317561636,"nitrate1"
"Esearch_FO203363_1_Marinobacter_hydrocarbonoclasticus_str_ATCC_49840_chromosome.fasta","genome",1,1,0,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","Marinobacter nauticus","FO203363.1","polluted seawater, France",100,0,508,2.17993285815344,1.91988334941902,2.48096467532197,-0.261126872854975,75,48,3651,3.26655739173771,3.88570895068773,"nitrate3"
"Esearch_HG315671_1_Formosa_agariphila_KMM_3901.fasta","genome",1,0,1,0,1,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa","Formosa agariphila","HG315671.1","marine",100,0,511,3.90200148017496,3.36937519745477,4.53290281938294,-0.144461658875617,206,43,3589,2.22286886334583,4.81979341569954,"nitrate2"
"Esearch_NZ_AP023033_1_Agarivorans_aestuarii_strain_KCTC_32543_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Agarivorans","","AP023033.1","KCTC 32543|type strain of Agarivorans aestuarii|South Korea:Geje|seawater",100,0,513,1.76666056528611,1.54599619892493,2.02400769125564,-0.333354686188883,163,49,4246,3.50155752806923,5.13653476605513,"nitrate1"
"Esearch_NZ_AP023088_1_Bacillus_paralicheniformis_strain_RSC-1_chromosome.fasta","genome",0,1,0,0,1,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus subtilis","AP023088.1","RSC-1|Saudi Arabia:Red Sea|seawater|2015",100,0,514,0.442730252679955,0.344304216693112,0.574595620096607,-0.818324308849266,147,47,4221,5.24733680686525,6.72159575341749,"nitrate1"
"Esearch_NZ_CP007151_1_Marinobacter_similis_strain_A3d10_chromosome.fasta","genome",0,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","","CP007151.1","A3d10|JCM:19398|type strain of Marinobacter similis|Marinobacter sp. A3d10|Australia|sea water",100,0,515,1.83230572204874,1.60593512044913,2.09583063449537,-0.29494743136268,65,47,4643,3.95215588501063,4.29827595183745,"nitrate1"
"Esearch_NZ_CP012160_1_Octadecabacter_temperatus_strain_SB1_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Octadecabacter","","CP012160.1","SB1|DSM:26878|type strain of Octadecabacter temperatus|Germany: Helgoland harbor|surface water of the southern North Sea|54.188 N 7.898 E|2010-09-24|Sara Billerbeck, ICBM Oldenburg, Germany",100,0,516,1.85207877255036,1.62395379627495,2.11751497154365,-0.317705299140573,50,42,3274,3.37681829764364,3.6855616080299,"nitrate1"
"Esearch_NZ_CP018031_1_Alteromonas_sp_RW2A1_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","","CP018031.1","RW2A1|Baltic Sea|seawater|2013",100,0,517,1.18459354729928,1.01007861416994,1.39437469902156,-0.496811088881288,86,49,3591,4.00827384908651,4.8230926191443,"nitrate1"
"Esearch_NZ_CP021235_1_Pontibacter_actiniarum_strain_DSM_19842_chromosome.fasta","genome",0,0,1,0,1,1,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter","","CP021235.1","DSM 19842|DSM:19842|KMM:6156|type strain of Pontibacter actiniarum|Russia: Pacific Ocean, Rudnaya Bay|unidentified actinians|2005",100,0,518,0.450229140049857,0.350711374122916,0.583297649325106,-0.707048942706469,123,40,4146,4.9076917659381,6.08966375173371,"nitrite2"
"Esearch_NZ_CP021330_1_Maritalea_myrionectae_strain_HL2708#5_chromosome.fasta","genome",1,0,1,0,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Maritalea","","CP021330.1","HL2708#5|South Korea: Cheju Island|lava|2016",100,0,519,1.42538211532886,1.23221257053149,1.65389101912351,-0.390167069613865,44,44,3379,3.71629112255254,3.91678339118653,"nitrate3"
"Esearch_NZ_CP021333_1_Marinobacter_salarius_strain_HL2708#2_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","","CP021333.1","HL2708#2|South Korea: Cheju Island|Lava|2016",100,0,520,2.37545417456515,2.093455299369,2.70164513428901,-0.255950916364531,71,49,3926,3.41624084019185,3.92390620695295,"nitrate1"
"Esearch_NZ_CP030104_1_Muricauda_aurantiaca_strain_HME9304_chromosome.fasta","genome",0,0,0,0,0,1,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muricauda","","CP030104.1","HME9304|type strain of Flagellimonas maritima|Flagellimonas maritima|South Korea:Shin-an|seawater|2016-06",100,0,521,3.87609074713349,3.34876385684676,4.50033139015867,-0.174663689578011,108,43,3378,2.64921581391559,3.85824143970817,"N2O1"
"Esearch_NZ_CP031598_1_Roseovarius_indicus_strain_DSM_26383_chromosome.fasta","genome",1,0,1,0,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","","CP031598.1","DSM 26383|DSMZ:26383|type strain of Roseovarius indicus|Indian Ocean:South-west Indian Ridge|2005-12|Qiliang Lai, Third Inst. Oceanography, State Oceanic Administration, Xiamen, China",100,0,522,4.79197072130751,4.06027984743892,5.67804623592832,0.00581684976731027,90,42,5222,3.11361621182626,3.6591202226248,"nitrate2"
"Esearch_NZ_CP042819_1_Octadecabacter_sp_SW4_chromosome.fasta","genome",1,1,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Octadecabacter","","CP042819.1","SW4|KCTC:62886|Russia|polar sea water|75.14 N 161.25 E|2018-01-05|Sang H Lee|Kyunghwa Baek",100,0,523,3.87111618307505,3.34480317833562,4.49408335361238,-0.147085859441147,70,42,3358,2.72638750781061,3.33095373945166,"nitrate1"
"Fu_MAG_101","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter venetianus","Fuchsman","ETNP-multiple",100,0.367,524,1.38787750416656,1.19760192538377,1.613442972349,-0.39631568123548,43,48,3309,3.705844163216,3.89981345641606,"nitrate1"
"Fu_MAG_112","MAG",0,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Arenicellales","UBA868","UBA9619","UBA9619 sp002718155","Fuchsman","ETNP-multiple",95.73,2.479,525,6.65585226984331,5.4241569422651,8.2171972382703,-0.00454272807421397,31,42,3631,2.55603006978212,2.50732749124979,"nitrate1"
"Fu_MAG_114","MAG",0,0,0,0,0,1,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","MedAcidi-G1","MedAcidi-G2B",NA,"Fuchsman","ETNP-multiple",91.28,2.564,526,7.572227743846,6.063989951423,9.52395750730409,0.0144370433837141,23,37,1571,1.43495469530029,1.55254374062662,"N2O1"
"Fu_MAG_116","MAG",0,0,0,1,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","UBA2966","UBA2966","GCA-2690215","GCA-2690215 sp002690215","Fuchsman","ETNP-multiple",96.88,3.043,527,5.58000514975023,4.64867933614106,6.73041622465734,-0.0770345259464627,41,36,3660,2.77954938782191,2.88209731764793,"nitrite1"
"Fu_MAG_135","MAG",0,0,0,0,0,1,"Bacteria","Chloroflexota","Dehalococcoidia","SAR202","UBA826","UBA11996","UBA11996 sp002500485","Fuchsman","ETNP-multiple",91.25,2.145,528,6.52005884860438,5.32782459017049,8.02659661912028,-0.0394069537009536,16,38,1925,1.89164638548835,1.69897654706993,"N2O1"
"Fu_MAG_137","MAG",1,0,0,0,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","Sulfitobacter pontiacus","Fuchsman","ETNP-multiple",97.46,3.063,529,1.42576846815143,1.23256906414727,1.65430782746216,-0.401700541923223,69,43,3637,3.77830969637015,4.32129426111738,"nitrate1"
"Fu_MAG_27","MAG",0,0,0,0,0,1,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","UBA823","UBA11600","UBA11600 sp002730735","Fuchsman","ETNP-multiple",94.81,1.709,530,5.46212833593721,4.56186741980521,6.57091026954854,-0.0667273483347888,74,39,2173,1.67871771435006,2.89795713319076,"N2O1"
"Fu_MAG_55","MAG",1,0,0,1,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","2-02-FULL-58-16","GCA-2686765",NA,"Fuchsman","ETNP-multiple",90.06,0.016,531,6.15804848379755,5.06891710778571,7.52252356004741,-0.0357946707170273,34,33,1810,1.65343317741947,2.01716356864557,"nitrate2"
"Fu_MAG_56","MAG",0,1,0,0,0,0,"Bacteria","Myxococcota","UBA796","UBA796",NA,NA,NA,"Fuchsman","ETNP-multiple",92.9,3.261,532,8.5856159473201,6.75308959443886,11.0079214817638,0.00237274961059692,92,43,6104,3.56980293678939,4.06810269754628,"nitrate1"
"Fu_MAG_63","MAG",0,1,1,0,0,0,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","UBA8438","UBA8438","UBA8438 sp002726085","Fuchsman","ETNP-multiple",97.43,2.564,533,7.01585882027095,5.67758509101767,8.72638174117611,-0.0124370234888584,89,37,4628,2.86957706183627,3.47744269951254,"nitrate2"
"Fu_MAG_70","MAG",0,1,0,0,0,0,"Bacteria","Chloroflexota","Dehalococcoidia","UBA2979","UBA2979","SHYR01",NA,"Fuchsman","ETNP-multiple",93.23,0.99,535,8.63980074705455,6.78944381125477,11.0883490915692,0.025219326159427,19,34,2269,1.82359558776001,1.65684209417537,"nitrate1"
"Fu_MAG_81","MAG",0,1,0,0,0,0,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","ARS98","ARS98 sp002685655","Fuchsman","ETNP-multiple",97.63,1.34,536,5.92857250314105,4.90313663672483,7.20613678472623,-0.0608469154700481,330,38,7177,3.7797830384782,6.03639836006192,"nitrate1"
"Fu_MAG_9","MAG",1,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Roseibacillus_B","Roseibacillus_B sp002501065","Fuchsman","ETNP-multiple",97.95,1.02,537,5.41222185818906,4.52499237860982,6.50359307406105,-0.0238749196859475,138,36,3956,2.34085843448239,3.74216548010964,"nitrate1"
"ODZ_1_MAG_4","MAG",1,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA1100","UBA1100",NA,"AMAL1","ETNP-surface",94.02,0.675,568,4.25176546971471,3.64469993932953,4.97699282730274,-0.0664984913499031,91,34,2993,2.11778900418169,3.20435283352622,"nitrate1"
"ODZ_10_MAG_17","MAG",0,1,0,0,0,0,"Bacteria","Chloroflexota","Dehalococcoidia","UBA1151","UBA1151","GCA-2730555",NA,"AMAL10","Arabian Sea-ODZ core",98.01,2.97,539,5.58552308132606,4.65273340793884,6.73790012004656,-0.0618876303472441,32,34,2848,2.34981807290826,2.38926756753639,"nitrate1"
"ODZ_10_MAG_22","MAG",1,0,0,0,0,0,"Bacteria","Planctomycetota","UBA1135","UBA1135","GCA-002686595","GCA-2686595","GCA-2686595 sp002686595","AMAL10","Arabian Sea-ODZ core",91.1,0,540,6.47573953305335,5.29629345394646,7.96456669999439,0.000184726968685795,67,33,2705,1.84351919827481,2.59839801757961,"nitrate1"
"ODZ_10_MAG_23","MAG",0,1,0,0,0,0,"Bacteria","ARS69","ARS69","ARS69","ARS69","ARS69","ARS69 sp002686915","AMAL10","Arabian Sea-ODZ core",100,0,541,5.74942645986493,4.77276885955439,6.9608941254038,-0.0731203219210266,73,34,2150,1.69211576544532,2.90454498130035,"nitrate1"
"ODZ_10_MAG_27","MAG",1,0,0,0,1,0,"Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002685535","AMAL10","Arabian Sea-ODZ core",91.68,0,542,4.265363067842,3.65529889287078,4.99441894441998,-0.139778909687076,31,33,2467,2.42429518258801,2.51102776112447,"nitrate1"
"ODZ_10_MAG_29","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Arenicellales","UBA868","UBA868","UBA868 sp002327725","AMAL10","Arabian Sea-ODZ core",92.07,1.829,543,7.07667746686293,5.72012705121142,8.81294666865553,-0.00976992666887853,27,41,2152,1.82331354805169,1.87518259221092,"nitrate1"
"ODZ_10_MAG_30","MAG",0,1,1,0,1,0,"Bacteria","Chloroflexota","Dehalococcoidia","SAR202","UBA11138","UBA2160","UBA2160 sp002328865","AMAL10","Arabian Sea-ODZ core",97.02,1.98,544,6.67820283912073,5.43997282355185,8.2486464110553,-0.022670876740995,33,34,3428,2.50758334766029,2.50299735036197,"nitrate2"
"ODZ_10_MAG_35","MAG",0,1,0,0,0,0,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","MedAcidi-G1","S20-B6","S20-B6 sp002329075","AMAL10","Arabian Sea-ODZ core",95.44,4.7,545,7.57968558915627,6.06912849199137,9.53473378428334,0.00469352180179995,40,35,2344,1.78725274804303,2.09728131053084,"nitrate1"
"ODZ_10_MAG_36","MAG",0,0,0,1,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","2-02-FULL-58-16",NA,NA,"AMAL10","Arabian Sea-ODZ core",95.82,2.912,546,7.14553592297495,5.76820083040904,8.91114154008413,-0.0182434388336826,73,45,3420,2.29558591674603,2.92304067707753,"nitrite1"
"ODZ_10_MAG_43","MAG",1,0,0,1,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","GCA-2731375","GCA-2731375",NA,NA,"AMAL10","Arabian Sea-ODZ core",91.67,1.086,547,8.43100727354222,6.64909538195934,10.7790217004723,0.0126180131445466,45,22,4751,2.99933834164776,3.08799430489402,"nitrate2"
"ODZ_10_MAG_60","MAG",1,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Arenicellales","UBA5680","UBA5680","UBA5680 sp002420425","AMAL10","Arabian Sea-ODZ core",98.17,0.914,549,4.85990937250737,4.11179316506092,5.76743654003211,-0.0691994123021514,20,45,2054,2.03230581395473,1.92884837503649,"nitrate1"
"ODZ_10_MAG_9","MAG",0,1,0,0,0,0,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","MedAcidi-G1","UBA3125","UBA3125 sp002687745","AMAL10","Arabian Sea-ODZ core",92.3,3.846,550,6.177201422318,5.08269408788943,7.54904224265834,-0.0487996684791977,18,41,1881,1.88347544861821,1.7559325863486,"nitrate1"
"ODZ_11_MAG_19","MAG",0,1,0,1,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","UBA2165","GCA-2687515","GCA-2687515 sp002687515","AMAL11","Arabian Sea-ODZ core",94.77,2.155,551,6.86936951277311,5.57479949809421,8.51852035739318,-0.0078677569792366,72,35,4308,2.74676658037451,3.19315045787273,"nitrate2"
"ODZ_11_MAG_26","MAG",0,1,0,0,1,0,"Bacteria","Krumholzibacteriota","Krumholzibacteria","JACNKJ01","JACNKJ01",NA,NA,"AMAL11","Arabian Sea-ODZ core",94.15,0.064,552,6.54186941949043,5.34332525931959,8.05715511502352,-0.0264279174174346,40,21,1885,1.61529435220025,2.11583477318728,"nitrate1"
"ODZ_11_MAG_82","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Arenicellales","UBA868","UBA868","UBA868 sp002327725","AMAL11","Arabian Sea-ODZ core",94.2,3.048,553,6.99432188536291,5.66250181760366,8.69576487677436,-0.00838418921298916,35,43,2475,1.94183473632143,2.10516559555148,"nitrate1"
"ODZ_11_MAG_83","MAG",1,0,0,0,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","GCA-2731375","GCA-2731375",NA,NA,"AMAL11","Arabian Sea-ODZ core",93.26,2.753,554,9.33415606246402,7.25125186551766,12.128257266406,0.0396723572936189,53,32,4949,2.97592769589125,3.14512352234005,"nitrate1"
"ODZ_12_MAG_30","MAG",0,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Arenicellales","UBA5680","UBA5680","UBA5680 sp002420425","AMAL12","Arabian Sea-ODZ core",97.25,1.219,555,4.85342850347678,4.10688598586149,5.75889798660053,-0.0753386758349911,19,45,1849,1.9499912222693,1.85993556438359,"nitrate1"
"ODZ_12_MAG_35","MAG",1,1,0,0,0,0,"Bacteria","Planctomycetota","UBA1135","UBA1135","GCA-002686595","GCA-2686265","GCA-2686265 sp002686265","AMAL12","Arabian Sea-ODZ core",92.47,4.301,556,9.55466065993918,7.39639924402594,12.4620064402061,0.0365875286640528,85,36,3193,1.91158632643633,2.80234426773937,"nitrate1"
"ODZ_12_MAG_37","MAG",0,0,0,0,0,1,"Bacteria","Marinisomatota","Marinisomatia","Marinisomatales","S15-B10","UBA2146","UBA2146 sp002471705","AMAL12","Arabian Sea-ODZ core",95.53,0,557,5.1165125121645,4.30496481387381,6.10739837822463,-0.0801949714923014,44,34,1835,1.73509480200778,2.38441776816376,"N2O1"
"ODZ_12_MAG_38","MAG",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","UBA2966","UBA2966","GCA-2690215","GCA-2690215 sp002690215","AMAL12","Arabian Sea-ODZ core",92.82,2.84,558,5.51969991737337,4.60431639079811,6.64872540519737,-0.0788646053726706,39,38,4084,3.00954665484028,3.0562994487928,"nitrate1"
"ODZ_12_MAG_58","MAG",0,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA2168","UBA2168 sp002327525","AMAL12","Arabian Sea-ODZ core",90.15,3.194,559,6.34741882034645,5.20474182390564,7.78546452557663,-0.0329015654680974,51,47,3925,2.71823827606365,2.93532801100216,"nitrate1"
"ODZ_14_MAG_1","MAG",0,0,0,0,0,1,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","TK06","MedAcidi-G3",NA,"AMAL14","ETNP-oxycline",93.58,2.478,560,6.21161732643668,5.10742729650729,7.59673641713835,-0.0455313094493531,34,36,2420,2.04798737919127,2.2046145804248,"N2O1"
"ODZ_15_MAG_14","MAG",0,1,0,0,0,0,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","UBA12567","UBA12567 sp003520025","AMAL15","ETNP-ODZ core",95.45,0,561,5.93070034630684,4.90468003005997,7.20905903278227,-0.0348456272752046,29,34,2140,1.88905721657251,1.99600780986338,"nitrate1"
"ODZ_15_MAG_20","MAG",0,1,0,0,0,0,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","MedAcidi-G1","UBA3125","UBA3125 sp002365325","AMAL15","ETNP-ODZ core",96.58,1.282,562,7.6328992251937,6.10576288306288,9.61168936563109,0.00872961584435443,23,38,2002,1.70643835773281,1.68807652874,"nitrate1"
"ODZ_15_MAG_28","MAG",1,0,0,1,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","GCA-2731375","GCA-2731375","GCA-2731375","GCA-2731375 sp002731375","AMAL15","ETNP-ODZ core",98.19,1.449,563,6.57739979691671,5.36855332441597,8.1069814396465,-0.0216684792056804,41,42,4413,2.9658511534398,3.02053020387347,"nitrate3"
"ODZ_15_MAG_33","MAG",1,0,0,0,1,0,"Bacteria","SAR324","SAR324","SAR324","NAC60-12","UBA1014","UBA1014 sp002683785","AMAL15","ETNP-ODZ core",91.31,0.84,564,6.54341231720869,5.34442137806889,8.05931764849757,-0.000916488533328347,50,39,4301,2.80287788899103,2.97340251182261,"nitrate1"
"ODZ_15_MAG_7","MAG",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","UBA7887","UBA7887","UBA7887","UBA7887 sp002501105","AMAL15","ETNP-ODZ core",93.04,0.746,565,5.9869329684412,4.94542494888213,7.28636394730244,-0.0390568755466203,26,36,2550,2.14892035583073,2.10717324706018,"nitrate1"
